,link,title,description,category
179,dwwqp_Wca4Y,തകർപ്പൻ samsung galaxy note 9. 1TB =1024GBwow,"Samsung nte മികച്ച ഒരു phone ആണ് note 9. കാരണം അതിന്റെ വേറിട്ട സവിശേഷത കൾ ആണ്... ഇതിനെ കുറിച്ച് ഒരു review ആണ്. So വീഡിയോ കാണു. കണ്ടിട്ട് share ചെയൂ subscribe ചെയൂ., like ചെയൂ......",science
180,1pERRGpkIhg,I phone ന്റ കള്ളത്തരങ്ങൾ പൊളിച്ചടുക്കി... Iphone ന്റ സവിശേഷതയെ വെല്ലുന്ന ഫോണുകൾ,"Iphone ഇനി വെറും ജാഡ symbol മാത്രം. Iphone ന്നേകാൽ 
Features കൂടുതൽ ഉള്ളാ തകർപ്പൻ ഫോണുകൾ ഇറങ്ങിയിരിക്കുന്നു.... കൂടുതൽ വിവരങ്ങൾ വീഡിയോ il കാണുക..... ഈ വീഡിയോ share ചെയ്തു എല്ലാരേയും അറിയിക്കുക.. പിന്നെ subscribe and click the bell icon
വീഡിയോ ഇഷ്ടപെട്ടുട്ങ്കിൽ  like ചെയുക and കമന്റ്‌ ചെയുക 
Follow as on
Facebook:
Hlo friends.
                    Our YouTube channel is linked with many social media so  follow up by clicking the several sites of B BLOG
..Follow as on.....


1. Tumblr     :

2. Tweeter     :

3. Instagram :

5. Fb page     :

6. Website     : ",science
181,fRkzGD1WQS0,,"പുതിയ Oppo f9 pro യുടെ review മലയാളത്തിൽ 
കാണു maximam share ചെയൂ......... Subscribe ചെയൂ 
ആർക്കും വിശ്വസിക്കാൻ പറ്റാത്ത features..... Wow",science
182,3EZocUYHnU4,"മരണകളി MOMO... എല്ലാരും സൂക്ഷിക്കുക"" Momo "" WhAtsapp സൂയിസൈഡ് Game",Blue whale nnu ശേഷം ഇതാ മരണകളി യുമായി MoMo challenge.  ഇതിനെ എങ്ങനാ neridam എന്ന് പറയുകയാണ് ഞങ്ങൾ ഈ വീഡിയോ വഴി ചെയുന്നു തു.. So suscribe,science
183,9sAviRqZLLU,,"Hello  friends
             ഞങ്ങളുടെ ആദ്യത്തെ intro വിഡിയോ ആണ്. ഞങ്ങൾ വലിയ yotube ചാനൽ കാരെ പോല്ലേ ഉള്ള വലിയ സെറ്റ് up ഒന്നും ഇല്ല so ക്ഷമിക്കണം... തെറ്റുകൾ പറ്റിയിട്ടുണ്ട്ങ്കിൽ ക്ഷമിക്കണം.... പ്ലീസ് സപ്പോർട്ട് ചെയ്യണം 
                    This is our first intro of our channel. So please subscribe and like. Your support is our support",science
184,6G4P-2qvNaM,,"Get Indistractable here: http://geni.us/Indistractable
Find free tools for stopping distraction here: http://nirandfar.com/Indistractable

""Indistractable provides a framework that will deliver the focus you need to get results.""
- James Clear, author of Atomic Habits

You sit down at your desk to work on an important project, but a notification on your phone interrupts your morning. Later, as you're about to get back to work, a colleague taps you on the shoulder to chat. At home, screens get in the way of quality time with your family. Another day goes by, and once again, your most important personal and professional goals are put on hold.

What would be possible if you followed through on your best intentions? What could you accomplish if you could stay focused and overcome distractions? What if you had the power to become ""indistractable?""

International bestselling author, former Stanford lecturer, and behavioral design expert, Nir Eyal, wrote Silicon Valley's handbook for making technology habit-forming. Five years after publishing Hooked, Eyal reveals distraction's Achilles' heel in his groundbreaking new book.

In Indistractable, Eyal reveals the hidden psychology driving us to distraction. He describes why solving the problem is not as simple as swearing off our devices: Abstinence is impractical and often makes us want more.

Eyal lays bare the secret of finally doing what you say you will do with a four-step, research-backed model. Indistractable reveals the key to getting the best out of technology, without letting it get the best of us.

Inside, Eyal overturns conventional wisdom and reveals:
Why distraction at work is a symptom of a dysfunctional company culture--and how to fix it

- What really drives human behavior and why ""time management is pain management""

- Why your relationships (and your sex life) depend on you becoming indistractable

- How to raise indistractable children in an increasingly distracting world

Empowering and optimistic, Indistractable provides practical, novel techniques to control your time and attention--helping you live the life you really want.",science
185,T6IBlFELDx,The Truth about Kids and Tech: Jean Twenge (iGen) and Nir Eyal (Hooked),"Jean Twenge, author of iGen, and Nir Eyal, author of Hooked: How to Build Habit-Forming Products discuss how technology might impact children's mental health at the Johnson Depression Center at the University of Colorado.",science
186,Rql9yEeuatE,,"Ever get the feeling you’re bombarded with too many pings, dings, and rings? You’re not alone. In an age of ever-increasing distraction, technological and otherwise, how can knowledge workers do their best work? Nir Eyal, bestselling author of Hooked: How to Build Habit-Forming Products, wrote the book on the secret psychology of technology. However, in this talk, Nir provides the antidote to the current distraction crisis. Nir shares the findings of his five years of research into how to master what he calls, ""the skill of the century,"" the power to be ""Indistractable."" Nir's entertaining, research-backed talk provides practical advice and memorable strategies for managing distraction in business and life.",science
187,Px_hLQkmpa4,Customer Obsession: Satisfying the Unsatisfiable via Consumer Science,"Gibson Biddle, Former VP Product at Netflix, spoke at the 2018 Habit Summit in San Francisco on ""Customer Obsession: Satisfying the Unsatisfiable via Consumer Science""
For more, see HabitSummit.com",science
188,3zV9tGqUe58,When Distraction is a Good Thing-Nir&Far-Episode#53,"Is distraction a curse or a blessing? Not giving full attention to what we should be doing makes us miss deadlines, fail classes, and crash into other drivers. Distraction certainly has a price. &nbsp;Nonetheless, we love our distractions! Social media, spectator sports, movies, books, TV shows, the news, video games – what would we do without them?

 Clearly, there are benefits to distractions as evidenced by the fact that nearly everyone on earth seeks them out. But why? Although they seem to pull us away from more important things, what purpose do they serve? And, when at times

 Our brains have a&nbsp;limited ability to focus. We can’t pay attention to everything around us all at once so we must choose what to focus on. For example, we may choose to focus on work while struggling to resist more interesting distractions.

 You can read the Nir and Far blog post on: When Distraction Is a Good Thing&nbsp;

 Nir &amp; Far, a podcast about business, behaviour and the brain by Nir Eyal. If you enjoy this podcast, please subscribe on iTunes and leave an iTunes review. It will greatly help new listeners discover the show. Please visit my website Nir and Far for other info about my writing, books and teaching: ",science
189,XVbH_TkJW9,Indistractable: How to Master the Skill of the Century,"In this talk at the 2018 Habit Summit, Nir Eyal describes a new model for managing distraction.
Nir describes how to become ""Indistractable.""
Learn more at: NirAndFar.com",science
190,qJqmtEtFknA,Why Behavior Change Apps Fail to Change Behavior-Nir&Far-Episode#52,"Imagine walking into a busy mall when someone approaches you with an open hand. “Would you have some coins to take the bus, please?” he asks. But in this case, the person is not a panhandler. The beggar is a PhD.

 &nbsp;As part of a French study, researchers wanted to know if they could influence how much money people handed to a total stranger using just a few specially encoded words. They discovered a technique so simple and effective&nbsp;it doubled the amount people gave.

 The turn of phrase has been shown to not only increase how much bus fare people give, but was also effective in boosting charitable donations and participation in voluntary surveys. In fact, a recent&nbsp;meta-analysis&nbsp;of 42 studies involving over 22,000 participants concluded that these few words, placed at the end of a request, are a highly-effective way to gain compliance, doubling the likelihood of people saying “yes.”

 You can read the Nir and Far blog post on: Why Behavior Change Apps Fail to Change Behavior&nbsp;

 Nir &amp; Far, a podcast about business, behaviour and the brain by Nir Eyal. If you enjoy this podcast, please subscribe on iTunes and leave an iTunes review. It will greatly help new listeners discover the show. Please visit my website Nir and Far for other info about my writing, books and teaching: ",science
